,id,name_trans,about_trans
2088,C_948120,thí nghiệm sinh hóa cơ bản,"thí nghiệm hóa sinh là môn học cốt lõi cơ bản bắt buộc dành cho sinh viên đại học các ngành khoa học đời sống, y học, khoa học động vật, khoa học thực vật, nông học, làm vườn, khoa học thực phẩm, sinh thái và các chuyên ngành liên quan khác. phương pháp học tập và tư duy cho sinh học.ý tưởng cho các thí nghiệm liên quan đến hóa học, đồng thời có thể thiết kế và hoàn thành các thí nghiệm một cách độc lập như tách và tinh chế, xác định định lượng và xác định cơ bản các chất liên quan. các lời giải được giải thích một cách đơn giản và sâu sắc phục vụ cho việc học cơ bản và ôn tập cho các kỳ thi tuyển sinh sau đại học và các cuộc thi."
2089,C_948123,chủ đề giới thiệu trong dân tộc học,"“nhập môn dân tộc học” là môn học cơ bản của ngành dân tộc học, về hệ thống giáo trình lấy mục tiêu rèn luyện ba năng lực (hiểu, thực hành, khám phá) và bám sát hệ thống giáo trình truyền thống “học, làm, và khám phá"" mô hình tuần tự. cải cách là một mô hình đồng thời, có tính đến sự đa dạng về kiến ​​thức hiện có của sinh viên trực tuyến và tình thế tiến thoái lưỡng nan về ""khám phá"" của sinh viên trong lớp, đồng thời cố gắng cho phép cả sinh viên trực tuyến và sinh viên trong lớp có kiến ​​thức phù hợp và không liên quan kiến thức để tối đa hóa lợi ích từ việc học trong khóa học. ."
2090,C_948124,đại số tuyến tính,"môn học “đại số tuyến tính” là môn học cơ bản bắt buộc dành cho sinh viên các ngành khoa học, kỹ thuật, kinh tế và quản lý ở các trường cao đẳng, đại học. môn học này chủ yếu nghiên cứu lý thuyết tuyến tính và các phương pháp của không gian tuyến tính hữu hạn chiều, chủ yếu dạy về định thức, ma trận và các phép toán của chúng, cũng như mối tương quan tuyến tính của các nhóm vectơ, tính chất, hệ phương trình tuyến tính, giá trị riêng và vectơ riêng của ma trận vuông, dạng bậc hai, v.v. nội dung cốt lõi của môn học này là giải phương trình tuyến tính, xoay quanh vấn đề cốt lõi này, ba công cụ chính là định thức, ma trận và vectơ đã ra đời, đặc biệt, ma trận đã phát triển thành một nhánh mạnh mẽ, năm 2000 được chọn là một trong số ""10 công cụ hàng đầu của thế kỷ 20."" thuật toán, 3 trong số đó liên quan trực tiếp đến tính toán ma trận. khi máy tính trở nên mạnh mẽ hơn, tầm quan trọng của đại số tuyến tính càng trở nên quan trọng hơn. thông qua học tập môn học này, người học có thể tiếp thu các phương pháp ma trận thường dùng trong khoa học ứng dụng, phương trình tuyến tính, dạng bậc hai và các lý thuyết khác cũng như các kiến ​​thức cơ bản liên quan, đồng thời có năng lực vận hành ma trận thành thạo và khả năng sử dụng các phương pháp ma trận để giải một số bài toán thực tiễn. khả năng, từ đó đặt nền tảng cần thiết cho việc học các khóa học tiếp theo và mở rộng hơn nữa kiến ​​thức toán học cũng như nâng cao trình độ toán học."
2091,C_948128,kinh tế vĩ mô,"mooc ""kinh tế vĩ mô"" giúp bạn giải thích dữ liệu kinh tế quốc gia, phân tích bản chất của sự phát triển kinh tế vĩ mô, hiểu rõ hơn về tác động của các chính sách kinh tế vĩ mô đối với nền kinh tế và giúp bạn đưa ra quyết định đầu tư tốt hơn."
2092,C_948129,giới thiệu về thủy lợi và thủy điện,"khóa học này không chỉ được sử dụng như một khóa học giới thiệu cho sinh viên năm nhất chuyên ngành này mà còn là một khóa học khoa học phổ biến dành cho sinh viên không chuyên ngành. nguyên tắc, kết cấu cơ bản, quy trình xây dựng và hoạt động của các tòa nhà cấu thành. phương pháp quản lý để hình thành sự hiểu biết trực quan và rõ ràng. chào mừng mọi người tham gia mooc của đại học thủy điện và thủy điện bắc trung quốc ""giới thiệu về bảo tồn nước và kỹ thuật thủy điện"" của đại học thủy điện bắc trung quốc. chúng ta hãy cùng nhau khám phá những bí ẩn của kỹ thuật bảo tồn nước và xây dựng một ngôi nhà hài hòa trên trái đất cho con người và nước."
2093,C_948132,hoạt động và thiết bị của đơn vị hóa chất (1) (2),"thiết lập nền tảng của ngành công nghiệp hóa chất, bắt đầu hành trình ước mơ của người thợ thủ công và tạo nên linh hồn của sự phát triển"
2094,C_948136,xuất bản bài báo trên các tạp chí tiếng anh – nấc thang tiến tới giai đoạn học thuật quốc tế,"khóa học này giúp người học nắm vững cấu trúc bài viết, quy cách thể loại, cách dùng từ, cách đặt câu, quy tắc bố cục bài viết của các bài báo tạp chí tiếng anh, chiến lược viết bài, quy trình xuất bản, kỹ năng nộp bài, v.v. thông qua nghiên cứu khóa học, người học có thể vượt qua giai đoạn bắt chước mèo và vẽ hổ, hiểu chuyện gì đang xảy ra và tại sao, cải thiện sự tự tin trong học tập và kỹ năng giao tiếp, hình thành thái độ viết tích cực và phát triển thói quen viết tốt."
2095,C_948137,giảng dạy các tình huống luật sở hữu trí tuệ,"khóa học khơi dậy hứng thú học tập thông qua các vụ án nóng, vụ án khó về sở hữu trí tuệ, đồng thời chia sẻ những kiến ​​thức, lý thuyết cơ bản về sở hữu trí tuệ với mọi người; trau dồi khả năng vận dụng kiến ​​thức thông qua các câu hỏi trắc nghiệm, đề thi thực tế và các vụ việc sau giờ học, phấn đấu cho phép mọi người học học được điều gì đó và có thể sử dụng nó."
2096,C_948140,luật bất động sản,"trong bối cảnh thị trường bất động sản nước ta tiếp tục bùng nổ, số vụ tranh chấp bất động sản trong đời sống tiếp tục gia tăng, làm thế nào để xử lý, giải quyết đúng đắn những tranh chấp đó, bảo vệ quyền và lợi ích hợp pháp của người tiêu dùng, thúc đẩy sự phát triển của một xã hội hài hòa là mục đích chính của khóa học này. khóa học này dựa trên các vấn đề nóng, tập trung và khó khăn trong lĩnh vực bất động sản, với đối tượng rộng rãi, chú ý đến những phát triển lập pháp mới nhất, chú ý đến khoa học và tính chặt chẽ, mang tính đổi mới và thực tế."
2097,C_948141,đạo đức kinh doanh và trách nhiệm xã hội của doanh nghiệp,"định hình lại các giá trị đạo đức của công ty, thực hành trách nhiệm xã hội của doanh nghiệp và xây dựng nền văn minh kinh doanh hiện đại! khóa học này là khóa học bắt buộc bao gồm tất cả các chuyên ngành quản trị kinh doanh và là nền tảng quan trọng để xây dựng kỷ luật kinh doanh mới trong kỷ nguyên mới. khóa học này sẽ giúp bạn khám phá mô hình đạo đức trong việc ra quyết định kinh doanh, tiết lộ những hạn chế về mặt đạo đức mà hoạt động kinh doanh phải đối mặt và phá vỡ quy tắc đạo đức về sự tồn tại lâu dài và phát triển bền vững của công ty."
2098,C_948142,nguyên tắc kỹ thuật hóa học,"nguyên lý kỹ thuật hóa học là khóa học cơ bản chuyên môn bắt buộc dành cho các chuyên ngành như kỹ thuật hóa học, hóa học ứng dụng, hóa sinh, kỹ thuật môi trường, khoa học và công nghệ thực phẩm, v.v. nó chủ yếu mô tả các nguyên tắc cơ bản của các quy trình chung của hoạt động đơn vị liên quan đến các chuyên ngành này và thiết bị liên quan, bao gồm cả vật liệu và năng lượng. nguyên tắc bảo toàn, vận chuyển chất lỏng và máy móc vận chuyển chất lỏng, tách pha không đồng nhất, truyền nhiệt, truyền khối, chưng cất, hấp thụ, v.v. là cầu nối từ lý thuyết đến thực hành kỹ thuật, một công cụ mạnh mẽ để tăng cường các quy trình và chẩn đoán vấn đề."
2099,C_948147,"tu luyện tư tưởng, đạo đức và cơ sở pháp lý","khóa học này sẽ lấy cuộc sống, lý tưởng, giá trị, tinh thần, đạo đức và luật pháp làm đề xuất cốt lõi, phối hợp giữa bề ngoài và sâu sắc, tính đến hiện tại và tương lai xa, tích hợp các câu chuyện và lý thuyết, đồng thời cùng bạn khám phá những bí ẩn của tuổi trẻ, thảo luận về lý tưởng và niềm tin, nói về cảm xúc của bạn về gia đình và đất nước, giúp bạn xây dựng những giá trị cốt lõi của mình và bắt đầu một hành trình sống mới, để nhận ra một cuộc sống đạo đức, pháp luật và một bản thân cao đẹp."
2100,C_948148,văn học biển,"“văn học đại dương” là môn học toàn diện đáp ứng chiến lược phát triển “vành đai, con đường” quốc gia và tư tưởng phát triển “sức mạnh biển” đồng thời kết hợp giáo dục chất lượng văn hóa cho sinh viên đại học. thông qua học tập, học sinh không chỉ nâng cao trình độ ngôn ngữ, văn hóa mà còn làm phong phú thêm kiến ​​thức văn học biển, nâng cao nhận thức về văn hóa, thúc đẩy giao lưu văn hóa, tuyên truyền văn hóa."
2101,C_948208,quản lý kinh tế quốc gia,"mục tiêu của khóa học ""quản lý kinh tế quốc gia"" là đào tạo những tài năng kinh tế chất lượng cao với các lý thuyết kinh tế cơ bản vững chắc, làm quen với các hoạt động và thực tiễn quản lý kinh tế quốc gia cũng như khả năng đổi mới và kinh doanh. trong giảng dạy, chúng tôi chú trọng phát triển sinh viên, hướng dẫn sinh viên vận dụng những kiến ​​thức đã học để phân tích các hiện tượng kinh tế khác nhau xuất hiện trong hoạt động của nền kinh tế quốc dân, tìm hiểu nguyên nhân và đề xuất giải pháp. nó sẽ nâng cao khả năng phân tích và giải quyết các vấn đề kinh tế phức tạp của bạn."
